DiaChi,chieuDai,chieuNgang,dienTich,dienTichSuDung,Gia/m2,Phongngu,SoTang,PhongTam,Loai,GiayTo,dacDiem,huongCuaChinh,TinhTrangNoiThat,Gia
"Phạm Văn Chí, Phường 7, Quận 6, Tp Hồ Chí Minh",17 m,4 m,68.4 m²,118 m²,"- 179,82 triệu/m²",2 phòng,2.0,1 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Tây Bắc,,"12,3 tỷ"
"Đường Bình Trị Đông, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",12 m,4 m,48 m²,80 m²,"- 80,62 triệu/m²",2 phòng,1.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"3,87 tỷ"
"Phạm Văn Chí, Phường 7, Quận 6, Tp Hồ Chí Minh",17 m,4 m,68.4 m²,118 m²,"- 179,82 triệu/m²",2 phòng,2.0,1 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Tây Bắc,,"12,3 tỷ"
"Đường Tỉnh lộ 10, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",16 m,4 m,64 m²,,"- 117,19 triệu/m²",4 phòng,4.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Hoàn thiện cơ bản,"7,5 tỷ"
"Đường Trần Thị Điệu, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",22 m,10 m,200 m²,,- 45 triệu/m²,2 phòng,,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,9 tỷ
"Trần Tấn, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",5 m,4 m,20 m²,,- 125 triệu/m²,2 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"2,5 tỷ"
"Đường Hòa Hưng, Phường 12, Quận 10, Tp Hồ Chí Minh",,,52 m²,,"- 198,08 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"10,3 tỷ"
"Đường Lê Văn Quới, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",6 m,5 m,30 m²,120 m²,"- 66,67 triệu/m²",3 phòng,4.0,3 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,2 tỷ
"Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",21 m,4.9 m,102.9 m²,,"- 47,42 triệu/m²",2 phòng,,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,88 tỷ"
"Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",11 m,4 m,45 m²,,"- 176,67 triệu/m²",4 phòng,5.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"7,95 tỷ"
"Đường Quang Trung, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",9 m,7 m,65 m²,130 m²,"- 99,23 triệu/m²",4 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"6,45 tỷ"
"Đường Hoài Thanh, Phường 14, Quận 8, Tp Hồ Chí Minh",,,23 m²,23 m²,"- 58,70 triệu/m²",2 phòng,2.0,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Hoàn thiện cơ bản,"1,35 tỷ"
"Đường Tam Bình, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",10 m,4 m,40 m²,100 m²,- 45 triệu/m²,3 phòng,1.0,2 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,Đông,Hoàn thiện cơ bản,"1,8 tỷ"
"Đường Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",16 m,4 m,64 m²,320 m²,"- 93,75 triệu/m²",5 phòng,5.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,6 tỷ
"Hẻm 730, Đường Lạc Long Quân, Phường 9, Quận Tân Bình, Tp Hồ Chí Minh",4.7 m,10 m,47 m²,97.5 m²,"- 170,21 triệu/m²",3 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Bắc,,8 tỷ
"Phố Ẩm Thực Cư Xá Phú Lâm b, Phường 13, Quận 6, Tp Hồ Chí Minh",5.6 m,3.35 m,18 m²,36 m²,"- 147,22 triệu/m²",1 phòng,2.0,1 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Hoàn thiện cơ bản,"2,65 tỷ"
"Vạn Kiếp, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh",12 m,4.5 m,54 m²,,"- 62,04 triệu/m²",3 phòng,3.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"3,35 tỷ"
"Đường Quốc lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",21 m,4 m,82 m²,240 m²,"- 78,05 triệu/m²",4 phòng,4.0,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"6,4 tỷ"
"Đường Bình Phú, Phường 11, Quận 6, Tp Hồ Chí Minh",20 m,10 m,160 m²,160 m²,"- 156,25 triệu/m²",4 phòng,3.0,4 phòng,Nhà biệt thự,Đã có sổ,,,,25 tỷ
"Quốc Lộ 13, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",,,100 m²,,- 93 triệu/m²,4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"9,3 tỷ"
"Đường Quốc lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",16 m,4 m,64 m²,140 m²,"- 112,50 triệu/m²",4 phòng,3.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Nam,Nội thất cao cấp,"7,2 tỷ"
"Đường Mã Lò, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",13 m,4 m,52 m²,,"- 96,15 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,5 tỷ
"Quốc Lộ 1A, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",14 m,4.5 m,63 m²,100 m²,"- 47,62 triệu/m²",2 phòng,2.0,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Nhà nở hậu,Tây,Hoàn thiện cơ bản,3 tỷ
"Đường Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",16 m,4 m,64 m²,150 m²,"- 73,44 triệu/m²",3 phòng,2.0,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,7 tỷ"
"Đường Tân Thới Hiệp 20, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",12 m,4 m,47 m²,105 m²,"- 80,43 triệu/m²",4 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Nam,Nội thất đầy đủ,"3,78 tỷ"
"Lê Văn Sỹ, Phường 1, Quận Tân Bình, Tp Hồ Chí Minh",12.75 m,4 m,51 m²,,"- 46,08 triệu/m²",4 phòng,3.0,4 phòng,Nhà phố liền kề,Đã có sổ,,,Nội thất đầy đủ,"2,35 tỷ"
"Đường số 12, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",8 m,3 m,24 m²,48 m²,"- 120,42 triệu/m²",2 phòng,1.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"2,89 tỷ"
"7/7/27, Đường số 17, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",10 m,4.8 m,46 m²,46 m²,"- 29,35 triệu/m²",3 phòng,1.0,1 phòng,"Nhà ngõ, hẻm",Giấy tờ viết tay,Hẻm xe hơi,Đông Bắc,Nội thất đầy đủ,"1,35 tỷ"
"Đường số 14, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",,,130 m²,,"- 73,08 triệu/m²",3 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,"9,5 tỷ"
"Đường Nguyễn Kiệm, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",13 m,4 m,62 m²,240 m²,"- 170,97 triệu/m²",4 phòng,4.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"10,6 tỷ"
"T1, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",28 m,4.3 m,120 m²,120 m²,"- 77,50 triệu/m²",1 phòng,,1 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Nhà nở hậu,,Nội thất đầy đủ,"9,3 tỷ"
"Đường Tân Túc, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",10 m,5 m,50 m²,93.5 m²,- 13 triệu/m²,2 phòng,1.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,650 triệu
"Đường Nguyễn Văn Vĩnh, Phường 4, Quận Tân Bình, Tp Hồ Chí Minh",16.5 m,4.35 m,63 m²,290 m²,"- 230,16 triệu/m²",6 phòng,,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Nam,Nội thất cao cấp,"14,5 tỷ"
"Duong 15, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",8 m,4 m,32 m²,64 m²,"- 107,19 triệu/m²",3 phòng,2.0,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Nam,Nội thất đầy đủ,"3,43 tỷ"
"Đường Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh",11 m,5 m,55 m²,,"- 98,18 triệu/m²",4 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Hoàn thiện cơ bản,"5,4 tỷ"
"Đường Số 6, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",12 m,8 m,98 m²,294 m²,"- 75,51 triệu/m²",5 phòng,3.0,5 phòng,Nhà biệt thự,Đã có sổ,Hẻm xe hơi,,,"7,4 tỷ"
"Đường Tỉnh lộ 10, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",20 m,4.8 m,95 m²,,"- 68,42 triệu/m²",3 phòng,3.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"6,5 tỷ"
"Đường Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",14 m,5 m,70 m²,,"- 185,71 triệu/m²",4 phòng,4.0,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,13 tỷ
"Đường Hiệp Thành 35, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",12 m,4 m,48 m²,96 m²,"- 72,71 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Hoàn thiện cơ bản,"3,49 tỷ"
"Đường số 28, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh",25 m,8.5 m,196 m²,,"- 81,63 triệu/m²",nhiều hơn 10 phòng,,Nhiều hơn 6 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,16 tỷ
"Đường Ba Vân, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",17 m,6 m,101.3 m²,,"- 88,85 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,9 tỷ
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",13 m,6 m,77 m²,,"- 48,05 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,,,"3,7 tỷ"
"Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",11 m,4.5 m,49 m²,196 m²,"- 187,76 triệu/m²",4 phòng,3.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Nam,,"9,2 tỷ"
"Đường Bàu Bàng, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",12 m,6 m,72 m²,,"- 187,50 triệu/m²",5 phòng,4.0,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"13,5 tỷ"
"Đường Nguyễn Bá Tòng, Phường 11, Quận Tân Bình, Tp Hồ Chí Minh",15 m,4 m,60 m²,,"- 128,33 triệu/m²",2 phòng,2.0,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"7,7 tỷ"
"Đường Tân Kỳ Tân Quý, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",10.2 m,9.5 m,95 m²,300 m²,"- 109,47 triệu/m²",3 phòng,4.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"10,4 tỷ"
"Đường Lũy Bán Bích, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",20 m,8 m,160 m²,,"- 243,75 triệu/m²",2 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,39 tỷ
"Đường Lạc Long Quân, Phường 3, Quận 11, Tp Hồ Chí Minh",13 m,7 m,80 m²,,"- 173,75 triệu/m²",5 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"13,9 tỷ"
"Đường số 12, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",18 m,8 m,144 m²,,"- 121,53 triệu/m²",nhiều hơn 10 phòng,,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"17,5 tỷ"
"Đường Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",10 m,3.5 m,33 m²,70 m²,"- 145,45 triệu/m²",3 phòng,2.0,,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,,,"4,8 tỷ"
"Đường Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",8 m,5 m,40 m²,,"- 152,50 triệu/m²",3 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"6,1 tỷ"
"Đường Bàu Cát 3, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",18 m,4 m,72 m²,,"- 159,72 triệu/m²",5 phòng,4.0,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"11,5 tỷ"
"136, Đường Đào Duy Anh, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",,,127 m²,,"- 184,25 triệu/m²",6 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,"23,4 tỷ"
"Đường Nguyễn Hồng Đào, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",16 m,4.25 m,68 m²,,"- 116,18 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,"7,9 tỷ"
"Đường Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",15 m,6 m,98 m²,270 m²,"- 95,82 triệu/m²",4 phòng,3.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Nam,Nội thất cao cấp,"9,39 tỷ"
"Lưu hữu Phước, Phường 15, Quận 8, Tp Hồ Chí Minh",7 m,3 m,21 m²,21 m²,"- 126,19 triệu/m²",2 phòng,2.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,,,"2,65 tỷ"
"Đường Tên Lửa, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",15 m,4 m,60 m²,,"- 93,33 triệu/m²",2 phòng,2.0,,Nhà phố liền kề,Đã có sổ,,,Hoàn thiện cơ bản,"5,6 tỷ"
"Đường Sương Nguyệt Ánh, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",,5 m,80 m²,,- 725 triệu/m²,nhiều hơn 10 phòng,5.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất đầy đủ,58 tỷ
"Đường Vĩnh Viễn, Phường 4, Quận 10, Tp Hồ Chí Minh",,,28 m²,81.9 m²,"- 131,43 triệu/m²",3 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Tây Bắc,Hoàn thiện cơ bản,"3,68 tỷ"
"Đường số 16, Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",14.6 m,4.16 m,60 m²,60 m²,"- 158,33 triệu/m²",1 phòng,1.0,1 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Bắc,Nội thất đầy đủ,"9,5 tỷ"
"Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh",10 m,3.8 m,38 m²,190 m²,"- 215,79 triệu/m²",5 phòng,5.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"8,2 tỷ"
"Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh",10 m,3.8 m,38 m²,190 m²,"- 215,79 triệu/m²",5 phòng,5.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"8,2 tỷ"
"279/6, Lâm Văn Bền, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",7.5 m,3.45 m,25.875 m²,30 m²,"- 45,60 triệu/m²",1 phòng,,,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,Tây,Hoàn thiện cơ bản,"1,18 tỷ"
"Đường Thới Tam Thôn 17, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",25 m,4 m,101 m²,101 m²,"- 54,46 triệu/m²",2 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Bắc,,"5,5 tỷ"
"Đường Tân Kỳ Tân Quý, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",13.5 m,4 m,54 m²,151.2 m²,"- 117,59 triệu/m²",4 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"6,35 tỷ"
"Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",40 m,6 m,240 m²,1126 m²,"- 541,67 triệu/m²",nhiều hơn 10 phòng,8.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,130 tỷ
"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",8 m,3.5 m,28 m²,84 m²,"- 27,86 triệu/m²",2 phòng,1.0,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Tây Bắc,Nội thất đầy đủ,780 triệu
"Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",10 m,4 m,40 m²,,"- 169,75 triệu/m²",3 phòng,5.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"6,79 tỷ"
"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",,,50 m²,,- 126 triệu/m²,6 phòng,,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"6,3 tỷ"
"Đường Nguyễn Oanh, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",6 m,8 m,48 m²,200 m²,"- 154,17 triệu/m²",4 phòng,5.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"7,4 tỷ"
"30, Đường số 26, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",28 m,6.8 m,165 m²,14 m²,- 60 triệu/m²,4 phòng,2.0,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Nam,Nội thất đầy đủ,"9,9 tỷ"
"432, Bến Than, Xã Nhuận Đức, Huyện Củ Chi, Tp Hồ Chí Minh",,,125 m²,200 m²,"- 38,40 triệu/m²",4 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,Nhà nở hậu,,Nội thất đầy đủ,"4,8 tỷ"
"Đường Lê Văn Quới, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",18 m,6 m,104 m²,257 m²,"- 69,23 triệu/m²",4 phòng,4.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Nam,Hoàn thiện cơ bản,"7,2 tỷ"
"Đường Yersin, Phường Cầu Ông Lãnh, Quận 1, Tp Hồ Chí Minh",20 m,15 m,265 m²,,"- 452,83 triệu/m²",nhiều hơn 10 phòng,7.0,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,120 tỷ
"Đường Số 19, Phường Linh Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",20 m,4.2 m,83 m²,,"- 84,34 triệu/m²",5 phòng,,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,7 tỷ
"Đường Thạnh Lộc 29, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",13 m,4 m,52 m²,104 m²,"- 73,65 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,83 tỷ"
"Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",20 m,7 m,140 m²,600 m²,- 250 triệu/m²,8 phòng,,6 phòng,Nhà biệt thự,Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,35 tỷ
"160, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,5 m,70 m²,,"- 67,86 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,75 tỷ"
"Đường Vạn Kiếp, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh",14 m,8 m,112 m²,,"- 285,71 triệu/m²",nhiều hơn 10 phòng,7.0,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất cao cấp,32 tỷ
"Thới An 05, Phường Thới An, Quận 12, Tp Hồ Chí Minh",20 m,4 m,80 m²,300 m²,"- 97,38 triệu/m²",5 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,"7,79 tỷ"
"Đường Tỉnh lộ 10, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",10 m,4 m,40 m²,60 m²,- 60 triệu/m²,2 phòng,2.0,,"Nhà ngõ, hẻm",Đã có sổ,,,,"2,4 tỷ"
"240/7/25, Đường Nguyễn Văn Luông, Phường 11, Quận 6, Tp Hồ Chí Minh",6 m,6 m,36.8 m²,67.5 m²,"- 80,16 triệu/m²",4 phòng,2.0,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Bắc,Hoàn thiện cơ bản,"2,95 tỷ"
"Đường Dương Bá Trạc, Phường 1, Quận 8, Tp Hồ Chí Minh",10 m,4 m,40 m²,40 m²,- 105 triệu/m²,3 phòng,4.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,,,"4,2 tỷ"
"Đường Diệp Minh Châu, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",18 m,4 m,75 m²,,- 120 triệu/m²,6 phòng,4.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,9 tỷ
"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",17 m,5 m,85 m²,310 m²,"- 104,71 triệu/m²",4 phòng,,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất cao cấp,"8,9 tỷ"
"Đường Vĩnh Lộc, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",28 m,4 m,107 m²,107 m²,"- 57,01 triệu/m²",6 phòng,4.0,Nhiều hơn 6 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"6,1 tỷ"
"Đường Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",15 m,5 m,75 m²,225 m²,"- 77,33 triệu/m²",4 phòng,3.0,3 phòng,Nhà phố liền kề,Đã có sổ,,,,"5,8 tỷ"
"Đường Quách Đình Bảo, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",18.25 m,3.85 m,70.3 m²,93.5 m²,"- 153,63 triệu/m²",2 phòng,2.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,,Nam,,"10,8 tỷ"
"491/44, Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh",13 m,4.2 m,58 m²,224 m²,"- 239,66 triệu/m²",5 phòng,4.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Nam,Hoàn thiện cơ bản,"13,9 tỷ"
"Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",11 m,3 m,33 m²,,"- 118,18 triệu/m²",2 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,"3,9 tỷ"
"Đường Số 20, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",,,60 m²,,"- 48,33 triệu/m²",4 phòng,,,Nhà phố liền kề,Đã có sổ,,,Nội thất đầy đủ,"2,9 tỷ"
"Đường Bạch Đằng, Phường 24, Quận Bình Thạnh, Tp Hồ Chí Minh",20 m,4.5 m,91 m²,,"- 115,38 triệu/m²",4 phòng,4.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"10,5 tỷ"
"Đường Số 12, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",14.78 m,6.74 m,69.4 m²,65 m²,"- 67,72 triệu/m²",3 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Nam,,"4,7 tỷ"
"Đường Số 31, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",22.3 m,3.44 m,77 m²,169 m²,"- 64,94 triệu/m²",3 phòng,3.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Tây Bắc,,5 tỷ
